Provider,Model,Prompt Tokens,Generation Tokens,Stream,Temperature,Logprobs,Concurrency,Time To First Token,Latency Per Token,Num Tokens,Total Latency,Num Requests,Qps,P50 Time To First Token,P90 Time To First Token,P99 Time To First Token,P99.9 Time To First Token,P50 Total Latency,P90 Total Latency,P99 Total Latency,P99.9 Total Latency,P50 Latency Per Token,P90 Latency Per Token,P99 Latency Per Token,P99.9 Latency Per Token
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,12.0,416.44687855150175,42.85469608227436,128.9662058371736,5942.253000706603,651,15.972366723351529,77,1700.0,2700.0,2800.0,4600.0,9800.0,11000.0,11000.0,35,64,67,78
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,14.0,592.1510442974512,52.18877231866693,128.996015936255,7324.444558778148,753,19.12008312094907,100.0,2200.0,3300.0,3500.0,5300.0,12000.0,13000.0,13000.0,41,78,80,80
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,16.0,1086.7886251745483,64.01366812974581,129.00585480093676,9344.976481891179,854,21.820855004592485,190.0,3200.0,3900.0,4100.0,8200.0,14000.0,15000.0,15000.0,62,83,86,86
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,18.0,2369.384767422759,85.11911650443054,129.0033296337403,13349.875860305125,901,23.208115022681916,2300.0,4600.0,5800.0,6000.0,14000.0,16000.0,17000.0,18000.0,86,91,92,93
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,20.0,4616.229139819931,89.09671560547389,128.97156398104266,16107.038616714364,844,21.621006716127855,4900.0,6300.0,7100.0,7100.0,16000.0,18000.0,19000.0,19000.0,91,93,93,100.0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.125,51.37156716652195,21.89734147277559,128.83333333333334,2872.4522566662927,6,0.12931952178574624,51,52,52,52,2900.0,2900.0,2900.0,2900.0,22,22,22,22
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.5,73.75591226949697,22.687721949768406,129.23076923076923,3005.451047461415,26,0.5869858556587527,63,140.0,180.0,180.0,3000.0,3200.0,3200.0,3200.0,23,24,24,24
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,1.0,98.5891640184154,23.66194629922796,129.07407407407408,3152.6558901482026,54,1.2002311388727598,68,260.0,390.0,390.0,3100.0,3600.0,3600.0,3600.0,23,25,26,26
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,2.0,142.6712453363011,25.663818001926302,128.98181818181817,3452.851446917935,110,2.4543615805847314,66,470.0,870.0,870.0,3200.0,4400.0,4600.0,4600.0,24,30,32,32
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,4.0,244.1739338227225,30.085784342561794,129.0090909090909,4125.468413613686,220,5.0518053371070835,73,960.0,1600.0,1700.0,3600.0,6100.0,6400.0,6500.0,27,40,43,44
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,6.0,384.20804583791113,37.138327396088584,129.0244648318043,5175.913782773816,327,7.8214559101357874,78,1600.0,2600.0,2600.0,4200.0,8300.0,8800.0,8900.0,32,53,57,57
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,8.0,653.7597766999544,48.86791823795281,128.9860465116279,6957.124767604575,430,11.102004515652586,89,2600.0,3700.0,3800.0,5000.0,12000.0,13000.0,13000.0,38,74,77,77
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,10.0,1017.0765560854159,67.2737957888859,128.99810246679317,9694.896363136617,527,14.302822774753103,150.0,3400.0,4600.0,4700.0,8000.0,16000.0,17000.0,17000.0,61,98,98,99
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,12.0,2941.336634246429,102.97425319641869,129.01418439716312,16226.364153248287,564,15.39180458186444,2900.0,5100.0,5900.0,6000.0,17000.0,19000.0,20000.0,20000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,14.0,6073.739405719974,106.29791366237703,129.07142857142858,19791.97648396048,532,14.466870676039802,6900.0,7100.0,7100.0,7100.0,21000.0,21000.0,21000.0,21000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,16.0,7990.490136667913,105.33222544913075,128.9925788497217,21577.385604137246,539,14.521987824790532,8900.0,11000.0,11000.0,11000.0,23000.0,25000.0,25000.0,25000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,18.0,9834.03526020036,106.85230901466666,129.0132325141777,23619.351903071827,529,14.326439034718732,11000.0,14000.0,15000.0,15000.0,25000.0,29000.0,29000.0,29000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,20.0,11460.200274249999,106.96179699668797,129.03030303030303,25261.411796952667,528,14.479638137803704,13000.0,17000.0,18000.0,19000.0,27000.0,31000.0,32000.0,32000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.125,104.59874580046744,22.027732837210184,129.0,2946.176281800581,5,0.1310069640490784,100.0,110.0,110.0,110.0,2900.0,2900.0,2900.0,2900.0,22,22,22,22
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.5,155.20791953853265,23.309296330648145,129.0,3162.107146192144,26,0.5963808512074842,120.0,340.0,430.0,430.0,3100.0,3500.0,3600.0,3600.0,23,24,25,25
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,1.0,205.38259211092804,25.32673682764925,128.9814814814815,3472.0742906848263,54,1.2363843108505903,130.0,500.0,910.0,910.0,3300.0,4300.0,4400.0,4400.0,25,28,30,30
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,2.0,306.45833081497483,29.98168452079533,129.00925925925927,4174.290445731526,108,2.5338984142109005,130.0,1000.0,1700.0,1700.0,3700.0,6000.0,6300.0,6300.0,28,38,42,43
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,4.0,642.5751183349687,44.53656621256618,129.02325581395348,6388.711096558226,215,5.432574248595655,140.0,2400.0,3500.0,3600.0,4900.0,10000.0,11000.0,11000.0,37,65,70,70
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,6.0,1518.3644249422493,72.49319177747026,129.0,10868.58641091351,312,8.501205540976814,500.0,4300.0,5300.0,5500.0,9800.0,17000.0,18000.0,18000.0,71,98,100,100
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,8.0,6065.68431996476,101.55258833716047,129.0096153846154,19166.91094085897,312,8.443911561152683,6800.0,7200.0,7500.0,7500.0,20000.0,21000.0,21000.0,21000.0,100,100,100,100
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,10.0,9980.46466636301,103.46151535431308,128.993399339934,23326.280404128676,303,8.28601137288496,11000.0,14000.0,15000.0,15000.0,25000.0,28000.0,28000.0,28000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,12.0,12388.937391056053,103.7262081453974,128.996699669967,25769.287959056026,303,8.324650670491922,14000.0,19000.0,20000.0,20000.0,28000.0,32000.0,33000.0,33000.0,100.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,14.0,13721.004236515015,103.14619298483154,129.03322259136212,27030.196082515035,301,8.318653156834328,16000.0,22000.0,23000.0,23000.0,29000.0,36000.0,37000.0,37000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,16.0,14879.208895775526,103.62745965727821,129.006600660066,28247.75623762694,303,8.31545597327191,17000.0,25000.0,26000.0,26000.0,30000.0,38000.0,40000.0,40000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,18.0,15624.605985228834,104.13099345341607,129.006734006734,29058.14519270376,297,8.273451087861254,16000.0,27000.0,29000.0,29000.0,30000.0,40000.0,42000.0,42000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,20.0,16182.65261684742,104.61292205150674,129.02033898305083,29679.838885030473,295,8.240104281979036,16000.0,28000.0,30000.0,30000.0,30000.0,42000.0,44000.0,44000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.125,195.223396000074,22.217401978300337,129.0,3061.2682512008178,5,0.13533457561081935,200.0,200.0,200.0,200.0,3100.0,3100.0,3100.0,3100.0,22,22,22,22
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.5,288.94170150012474,24.7321671290991,129.0,3479.391261153908,26,0.6167540120448796,220.0,630.0,900.0,900.0,3300.0,4300.0,4400.0,4400.0,24,27,29,29
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,1.0,406.00489444464245,28.88099237439044,129.0,4131.65291074101,54,1.2785792263513605,220.0,1100.0,1800.0,1800.0,3700.0,5900.0,6100.0,6100.0,27,36,41,41
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,2.0,762.1703002242892,43.3435903719176,128.98130841121494,6352.580037168215,107,2.742825907368634,240.0,2600.0,3600.0,3800.0,4800.0,10000.0,11000.0,11000.0,36,64,68,69
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,4.0,6348.010656664527,102.80966326848792,129.00632911392404,19611.109198050588,158,4.4641075698037485,6900.0,8000.0,8400.0,8400.0,20000.0,22000.0,22000.0,22000.0,100.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,6.0,12020.620449211117,100.78571472559811,129.01863354037266,25023.825927540307,161,4.526775925762968,14000.0,18000.0,19000.0,19000.0,27000.0,31000.0,32000.0,32000.0,100,100,100,100
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,8.0,14751.548257240416,102.76897513937074,129.0253164556962,28011.34904210132,158,4.442459119741684,17000.0,24000.0,25000.0,25000.0,30000.0,37000.0,39000.0,39000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,10.0,15965.685121593486,103.63927415767016,128.99354838709678,29334.436987303172,155,4.40086882953057,16000.0,28000.0,29000.0,30000.0,30000.0,41000.0,43000.0,43000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,12.0,16755.08642754832,103.39229172024869,129.03870967741935,30096.65963832915,155,4.462562295155955,17000.0,30000.0,32000.0,32000.0,30000.0,44000.0,46000.0,46000.0,100,100,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,14.0,16768.890537616317,101.5396189646134,129.0062893081761,29868.169131446535,159,4.477250971141707,17000.0,31000.0,34000.0,34000.0,30000.0,44000.0,47000.0,47000.0,100,100,100,100
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,16.0,16765.34507653495,102.87964101759837,129.0,30036.851047987177,157,4.425538201921553,17000.0,31000.0,34000.0,34000.0,30000.0,44000.0,48000.0,48000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,18.0,16720.173802679747,103.66755317041762,128.98692810457516,30091.843258274555,153,4.429771424286124,17000.0,30000.0,33000.0,34000.0,30000.0,44000.0,47000.0,47000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,20.0,16910.84393087341,102.05330366613818,129.00632911392404,30076.340691113786,158,4.477271739499304,17000.0,31000.0,34000.0,34000.0,30000.0,44000.0,47000.0,48000.0,100,100,100,100
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,0.125,372.01183659999515,22.59337664847638,128.8,3282.010209400323,5,0.14154144756048082,370.0,370.0,370.0,370.0,3300.0,3300.0,3300.0,3300.0,23,23,23,23
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,0.5,649.1505529235068,28.63247020303971,129.0,4342.73920911563,26,0.6669055253665548,410.0,1500.0,2200.0,2200.0,3700.0,6400.0,6600.0,6600.0,26,38,42,42
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,1.0,1132.0619490375839,43.78255270447936,129.03773584905662,6781.552625717147,53,1.4649926875287131,410.0,3200.0,4400.0,4400.0,4800.0,11000.0,12000.0,12000.0,34,66,72,72
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,2.0,7433.511964600008,104.24313322284036,129.01538461538462,20882.179991138226,65,2.250958858705802,8300.0,9600.0,10000.0,10000.0,22000.0,23000.0,24000.0,24000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,4.0,14901.247644122996,106.2247011442093,128.94520547945206,28598.626249630037,73,2.2166107558909127,16000.0,25000.0,26000.0,26000.0,29000.0,39000.0,40000.0,40000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,6.0,16222.180594310514,105.08254770527995,128.8783783783784,29764.030391905068,74,2.2607252477865356,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,8.0,16128.137968186636,103.95352443576199,129.0,29538.14262039993,75,2.279884069829277,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,100,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,10.0,16007.085750824375,104.61168663896653,128.97297297297297,29499.336429256808,74,2.251448071928014,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,12.0,16273.212302500162,104.98669806193001,128.98648648648648,29815.127328959657,74,2.2550159126225413,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,14.0,16207.528379905358,104.80761503575008,129.02702702702703,29730.46020989195,74,2.244893296857751,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,16.0,16382.532764547937,105.41156950627742,128.97260273972603,29977.793026041047,73,2.2642038429383127,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,18.0,16442.099734986696,103.489627335648,128.96,29788.042531400082,75,2.2836330484589924,16000.0,29000.0,33000.0,33000.0,30000.0,43000.0,46000.0,46000.0,100,100,110.0,110.0
vllm,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,20.0,16263.22897995861,104.98367095269255,128.97260273972603,29803.38358399957,73,2.2402512722972117,16000.0,29000.0,32000.0,32000.0,30000.0,43000.0,46000.0,46000.0,110.0,110.0,110.0,110.0
