Provider,Model,Prompt Tokens,Generation Tokens,Stream,Temperature,Logprobs,Concurrency,Time To First Token,Latency Per Token,Num Tokens,Total Latency,Num Requests,Qps,P50 Time To First Token,P90 Time To First Token,P99 Time To First Token,P99.9 Time To First Token,P50 Total Latency,P90 Total Latency,P99 Total Latency,P99.9 Total Latency,P50 Latency Per Token,P90 Latency Per Token,P99 Latency Per Token,P99.9 Latency Per Token
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.125,390.7382749952376,22.01278811490322,129.0,3230.387941817753,5,0.12527213129168696,370.0,450.0,450.0,450.0,3200.0,3300.0,3300.0,3300.0,22,22,22,22
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.5,381.99407839699865,22.449317332979163,129.0,3277.9560143513104,26,0.5134448688439871,380.0,400.0,420.0,420.0,3300.0,3300.0,3300.0,3300.0,22,23,23,23
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,1.0,398.46644294879366,22.749492198471337,128.94444444444446,3331.87402465329,54,1.0523124399342945,380.0,450.0,670.0,670.0,3300.0,3400.0,3600.0,3600.0,23,23,25,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,2.0,396.6223057914833,23.338746341298098,129.0091743119266,3407.5233314246143,109,2.1135807761148184,400.0,410.0,450.0,480.0,3400.0,3400.0,3600.0,3600.0,23,24,24,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,4.0,397.19456553281873,24.369821748369734,129.0045871559633,3540.9960141421484,218,4.273853649683049,390.0,420.0,450.0,480.0,3500.0,3700.0,3900.0,3900.0,24,25,27,27
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,6.0,413.2664160552383,26.42806967630903,128.98170731707316,3821.972042952505,328,6.384113317612822,410.0,440.0,530.0,640.0,3800.0,3900.0,4100.0,4100.0,26,27,28,28
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,8.0,431.3174643019244,27.232153255194227,128.9816513761468,3943.7004429527983,436,8.536801947697136,430.0,460.0,540.0,650.0,3900.0,4100.0,4300.0,4400.0,27,28,30,31
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,10.0,445.6660773566876,28.837294192970436,128.98523985239854,4165.0293131128665,542,10.713565993122243,440.0,490.0,630.0,800.0,4100.0,4500.0,4700.0,4800.0,28,31,33,34
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,12.0,449.42983575636646,29.583735136282044,129.00306748466258,4265.812050535464,652,12.856356004885017,440.0,490.0,660.0,850.0,4200.0,4500.0,4800.0,4800.0,29,31,33,34
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,14.0,461.5950479247217,30.995612990332795,128.99603698811097,4459.900430202806,757,15.165086673276933,450.0,510.0,720.0,930.0,4400.0,4700.0,5100.0,5200.0,30,33,36,36
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,16.0,469.91131547933986,32.40431940842357,129.00234466588512,4650.0983038938475,853,17.146452820786084,460.0,520.0,850.0,1500.0,4600.0,4900.0,5400.0,6000.0,32,34,37,38
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,18.0,480.88758482466307,34.347330058046175,129.01758014477767,4912.36278405348,967,19.684956343539614,460.0,580.0,1000.0,1500.0,4800.0,5400.0,6100.0,6200.0,33,38,43,44
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,20.0,465.7380135652374,34.655127158336526,129.00871248789932,4936.522432039573,1033,20.75260890514733,470.0,550.0,930.0,1500.0,4900.0,5300.0,5900.0,5900.0,34,37,41,42
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.125,401.9794498337433,22.216580362716154,129.0,3267.9183166241273,5,0.12494948611351767,380.0,480.0,480.0,480.0,3200.0,3400.0,3400.0,3400.0,22,22,22,22
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.5,389.0647018426814,22.6391473858349,129.0,3309.5147146153836,26,0.5147195759007527,390.0,400.0,420.0,420.0,3300.0,3300.0,3400.0,3400.0,23,23,23,23
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,1.0,393.71276087412195,22.984993964710522,128.88888888888889,3356.1198457243368,54,1.0578168183738088,390.0,430.0,490.0,490.0,3300.0,3400.0,3600.0,3600.0,23,23,25,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,2.0,398.8409984574884,23.730471869841832,129.06422018348624,3461.526215164025,109,2.143119032650549,390.0,440.0,460.0,510.0,3400.0,3500.0,3600.0,3600.0,24,24,25,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,4.0,408.0687979772396,24.788970818266797,128.9954128440367,3605.7176198762277,218,4.295636589284599,400.0,450.0,470.0,790.0,3600.0,3800.0,4000.0,4000.0,25,26,27,27
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,6.0,445.14816318495343,27.165617974278568,129.00923076923078,3949.737502452201,325,6.395988033385121,420.0,460.0,1000.0,1500.0,3900.0,4100.0,4600.0,5100.0,27,28,30,32
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,8.0,438.51107996219406,28.140373172330616,129.01149425287358,4068.9273551756773,435,8.522642123251318,430.0,460.0,620.0,1400.0,4000.0,4200.0,4500.0,5100.0,28,29,31,32
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,10.0,445.50441974380647,30.14593511183922,128.98521256931608,4333.838794270682,541,10.61876548447198,430.0,480.0,630.0,1400.0,4300.0,4500.0,4700.0,5300.0,30,32,33,33
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,12.0,456.75228430656716,31.073302631876565,129.0123076923077,4465.584637496907,650,12.819590454280878,440.0,480.0,670.0,2400.0,4400.0,4700.0,5000.0,6400.0,31,33,35,35
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,14.0,474.33983020787684,33.21014064171669,128.9867374005305,4757.973940048702,754,15.042986963671487,450.0,510.0,1500.0,1700.0,4700.0,5000.0,5700.0,5900.0,33,35,38,38
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,16.0,486.8721061924981,35.340273437149285,129.0152403282532,5046.27331985616,853,17.103101912429498,460.0,560.0,1100.0,1500.0,4900.0,5500.0,6000.0,6400.0,35,39,42,42
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,18.0,505.9792158739347,37.233092045372196,129.01985370950888,5309.794629011653,957,19.458680674677595,480.0,580.0,1400.0,1700.0,5100.0,5900.0,6300.0,7100.0,36,41,44,45
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,20.0,392.0634253559872,39.71256187126493,129.01418439716312,5515.50852119974,987,20.622533864788252,380.0,560.0,700.0,1100.0,5400.0,6500.0,7300.0,7400.0,39,47,52,52
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.125,387.09510017652065,22.373437660731835,129.0,3273.2685584109277,5,0.12523048696468705,390.0,390.0,390.0,390.0,3300.0,3300.0,3300.0,3300.0,22,22,22,22
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.5,393.9205977591113,22.88407107183296,129.0,3345.965766025564,26,0.5152289595706635,390.0,420.0,420.0,420.0,3300.0,3400.0,3400.0,3400.0,23,23,23,23
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,1.0,401.7991667453855,23.365475320177165,129.0,3415.9454830482396,54,1.057682889616924,400.0,420.0,440.0,440.0,3400.0,3400.0,3600.0,3600.0,23,24,24,24
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,2.0,419.17423930108856,24.181717764931186,129.0091743119266,3538.8227018138923,109,2.133146707761694,400.0,440.0,1200.0,1400.0,3500.0,3600.0,4400.0,4500.0,24,25,25,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,4.0,420.3004884931959,25.70279622610353,129.0183486238532,3736.433129000943,218,4.276529819698812,410.0,440.0,660.0,1400.0,3700.0,3900.0,4100.0,4800.0,25,27,28,28
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,6.0,434.083893758022,28.66422934681218,128.99079754601226,4131.5110711830075,326,6.429150607521004,420.0,460.0,510.0,1400.0,4100.0,4300.0,4500.0,5100.0,28,30,31,31
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,8.0,452.71859851834637,30.41107850419643,129.01154734411085,4376.048791756225,433,8.555957147155535,440.0,480.0,1400.0,1500.0,4300.0,4600.0,5200.0,5600.0,30,32,34,34
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,10.0,464.00913584555,33.1979162510941,129.0,4746.538867789223,538,10.737158440680822,440.0,490.0,1400.0,1500.0,4700.0,5000.0,5700.0,5700.0,33,35,38,38
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,12.0,465.7799265682115,36.44871054654414,129.0125,5168.08544369087,640,12.853532153829256,460.0,510.0,610.0,1400.0,5100.0,5600.0,5800.0,6100.0,36,40,41,41
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,14.0,487.8164454432915,38.7485354990213,128.99864682002706,5486.310666297053,739,15.016042017023668,470.0,520.0,1100.0,1700.0,5400.0,5800.0,6300.0,6600.0,38,41,44,44
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,16.0,487.7605236090809,42.31842565895157,129.0119760479042,5947.29230660711,835,17.027524691412797,480.0,550.0,750.0,1500.0,5900.0,6300.0,6600.0,7100.0,42,45,46,47
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,18.0,431.34151915559534,44.59090784049575,129.00838323353292,6183.9551009467805,835,17.31236247961416,450.0,550.0,870.0,1500.0,6200.0,7000.0,7200.0,7600.0,45,50,51,51
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,20.0,367.41894652904926,52.97719166346617,129.01666666666668,7202.330102499999,1020,21.439642937860107,320.0,530.0,760.0,940.0,7200.0,7600.0,7800.0,7900.0,53,55,57,57
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,0.125,565.5215665698051,23.197618734936206,129.0,3558.014383376576,5,0.1255427061170084,560.0,600.0,600.0,600.0,3500.0,3800.0,3800.0,3800.0,23,25,25,25
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,0.5,566.0540176233134,23.34305034932881,128.96153846153845,3576.4000160046494,26,0.5196476885447485,570.0,590.0,600.0,600.0,3600.0,3600.0,3600.0,3600.0,23,23,24,24
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,1.0,592.4962060372258,24.0117640228945,129.0,3690.0137649906164,53,1.0494027115361277,560.0,580.0,2000.0,2000.0,3700.0,3700.0,5100.0,5100.0,24,24,24,24
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,2.0,671.2984355798216,25.231194541918953,129.00925925925927,3926.351808315505,108,2.144588165489766,570.0,790.0,1600.0,2000.0,3800.0,4100.0,5200.0,5300.0,25,26,28,28
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,4.0,601.8279889809761,27.74121185291139,129.0185185185185,4180.935248656035,216,4.314636207553524,590.0,640.0,720.0,1600.0,4100.0,4400.0,4700.0,5100.0,27,30,31,31
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,6.0,620.071766845613,32.71216382595276,129.0527950310559,4841.617840073601,322,6.435178997957477,610.0,650.0,730.0,760.0,4800.0,5100.0,5300.0,5300.0,32,35,35,36
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,8.0,658.2260785035719,38.419273889484096,128.9504716981132,5611.884920090713,424,8.668341429410724,630.0,700.0,1200.0,1700.0,5500.0,5900.0,6100.0,6600.0,38,41,41,48
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,10.0,662.7257056447645,43.443100992108896,128.99618320610688,6266.724375624677,524,10.815672161099462,650.0,710.0,850.0,930.0,6200.0,6500.0,6700.0,6800.0,43,45,46,46
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,12.0,684.7705065361661,49.993077824992355,128.9822006472492,7132.891504787034,618,13.051322901898208,680.0,740.0,890.0,920.0,7000.0,7500.0,7800.0,7800.0,49,53,54,56
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,14.0,691.1968620697941,57.093492645058866,129.00846262341327,8056.712853315231,709,15.328916608697511,690.0,790.0,980.0,1900.0,8000.0,8700.0,8900.0,9800.0,57,61,63,63
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,16.0,470.97324486866665,73.29632348869214,128.99615384615385,9925.878385741127,780,17.304080619200548,370.0,760.0,1000.0,1300.0,9800.0,11000.0,11000.0,11000.0,73,77,80,81
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,18.0,491.0419775342674,81.0558788112893,129.0047225501771,10947.679401391018,847,18.53017627636402,410.0,760.0,1100.0,1100.0,11000.0,11000.0,11000.0,11000.0,83,84,84,85
vllm-statefulkv,meta-llama/Llama-3.1-8B-Instruct,4092.0,128,True,1.0,,20.0,508.0036796406242,81.51459367986368,129.01301775147928,11024.426231808826,845,18.541975775945346,430.0,750.0,1100.0,1300.0,11000.0,11000.0,12000.0,12000.0,83,84,84,85
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,0.125,381.43299175426364,21.94894153801652,129.0,3212.846450158395,5,0.12511558556528998,380.0,400.0,400.0,400.0,3200.0,3200.0,3200.0,3200.0,22,22,22,22
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,0.5,382.06344227700566,22.348212569316964,129.0,3264.9828637188944,26,0.5081331902080003,380.0,390.0,400.0,400.0,3300.0,3300.0,3300.0,3300.0,22,22,23,23
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,1.0,386.79991661855536,22.76921537944081,129.0,3324.0287005664195,54,1.0434069474903696,380.0,400.0,470.0,470.0,3300.0,3300.0,3700.0,3700.0,23,23,25,25
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,2.0,399.96048706634946,23.326963585936994,129.0,3409.135263408919,109,2.1080041115333534,390.0,420.0,510.0,510.0,3400.0,3400.0,3600.0,3600.0,23,24,24,24
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,4.0,402.5625509750013,24.4595062211995,128.8904109589041,3554.4299084728277,219,4.2186845872927625,400.0,430.0,510.0,520.0,3500.0,3600.0,3800.0,3900.0,24,25,26,30
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,6.0,426.78046696790886,26.714848143191663,128.96941896024464,3872.0942564865445,327,6.384228771823186,420.0,450.0,600.0,1400.0,3800.0,3900.0,4200.0,4900.0,27,27,28,30
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,8.0,433.0547212587281,27.76946893401401,128.99770642201835,4015.2252730165837,436,8.523322791920535,420.0,470.0,640.0,690.0,4000.0,4300.0,4600.0,4700.0,27,30,31,32
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,10.0,438.7545929314795,29.28195836229482,129.00184162062615,4216.1349798057445,543,10.673125539494945,430.0,470.0,710.0,800.0,4200.0,4300.0,4800.0,4900.0,29,30,33,33
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,12.0,461.3008360269193,30.697679251577746,128.98153846153846,4420.689318258888,650,12.896136009998893,440.0,500.0,900.0,1400.0,4300.0,4600.0,5200.0,5300.0,30,32,35,35
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,14.0,464.80056649592046,32.1201180383712,129.00529801324504,4608.450987311049,755,15.001816685361579,440.0,520.0,880.0,960.0,4500.0,4800.0,5400.0,5500.0,32,34,36,37
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,16.0,477.4390018513576,34.06915751950411,128.99416569428237,4872.1283463484915,857,17.16200439948544,450.0,530.0,980.0,1500.0,4800.0,5200.0,5900.0,6000.0,33,37,39,40
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,18.0,507.85481617310023,37.548792661128445,128.9873551106428,5351.028189538057,949,19.53423954158881,460.0,730.0,1300.0,1700.0,5100.0,6200.0,7100.0,7200.0,36,44,48,48
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,20.0,350.719182520448,41.436923550288306,129.00376647834275,5696.204574574018,1062,21.757664895370457,290.0,500.0,1100.0,1200.0,5600.0,6200.0,7100.0,7100.0,41,45,48,48
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,0.125,378.12456658575684,21.965289547925614,128.8,3207.226766576059,5,0.12506931316655226,380.0,380.0,380.0,380.0,3200.0,3200.0,3200.0,3200.0,22,22,22,22
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,0.5,393.5358990789749,22.58933381434461,128.92307692307693,3305.7962323789698,26,0.5121339509008354,390.0,410.0,510.0,510.0,3300.0,3400.0,3400.0,3400.0,23,23,24,24
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,1.0,393.3657940166692,22.945545412152438,128.9814814814815,3352.8475177827877,54,1.0416852185211651,390.0,410.0,480.0,480.0,3300.0,3400.0,3500.0,3500.0,23,23,24,24
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,2.0,402.82468501598055,23.89127431847798,128.9908256880734,3484.5767775198033,109,2.137329700180762,390.0,430.0,560.0,560.0,3500.0,3600.0,3700.0,3700.0,24,25,25,25
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,4.0,438.5861288227457,25.427517871691165,129.04128440366972,3719.710379393575,218,4.26646415652867,410.0,500.0,960.0,1300.0,3700.0,3900.0,4400.0,4600.0,25,27,29,32
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,6.0,444.80038226826366,28.21292802616785,129.03067484662577,4085.0618291018454,326,6.4693999717774044,420.0,500.0,820.0,870.0,4000.0,4200.0,4700.0,4800.0,28,30,32,32
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,8.0,450.6253497742276,29.819994692878044,129.02078521939953,4298.006525225819,433,8.59559130768148,420.0,480.0,950.0,1400.0,4200.0,4500.0,5100.0,5200.0,29,32,34,34
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,10.0,462.90454290982626,32.475913835444366,129.00185528756958,4652.320759977838,539,10.741909552358415,440.0,490.0,1000.0,1100.0,4600.0,4800.0,5600.0,5600.0,32,34,38,38
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,12.0,531.304574028825,36.10533876851981,128.9906103286385,5188.4352011829815,639,13.270820756929089,450.0,750.0,1400.0,1500.0,4900.0,5900.0,6800.0,6900.0,35,41,46,47
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,14.0,511.8732758191969,39.94543303450055,129.00672947510094,5665.077768999947,743,15.569968037869526,460.0,610.0,1500.0,1600.0,5300.0,6600.0,7900.0,8000.0,38,48,53,53
